record_id,doi,donor_smiles,acceptor_smiles,pce,homo_d,lumo_d,homo_a,lumo_a,active_layer_thickness,annealing_temp,d_a_ratio,additive_ratio,device_type,etl_canonical,htl_canonical,solvent_canonical,additive_canonical
106378,10.1016/j.dyepig.2016.12.007,CCCCCCCCc1cc(-c2c(-c3cccs3)sc3c(-c4cc(CCCCCCCC)c(CCCCCCCC)s4)c(-c4ccc(-c5cccc6nsnc56)s4)sc23)sc1CCCCCCCC,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,1.23,-5.34,-3.53,-5.9,-3.9,200.0,,"1:2,w/w",,conventional,,PEDOT:PSS,trichlorobenzene,
106380,10.1016/j.dyepig.2016.12.007,CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(/C=C/c4csc(-c5cc6c(OCC(CC)CCCC)c7sc(-c8ccc(C9=C%10C(=O)N(CC(CC)CCCC)C(c%11ccc(-c%12cc%13c(OCC(CC)CCCC)c%14sccc%14c(OCC(CC)CCCC)c%13s%12)s%11)=C%10C(=O)N9CC(CC)CCCC)s8)cc7c(OCC(CC)CCCC)c6s5)c4)s3)c3nsnc23)c1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,3.0,-5.31,-3.6,-5.9,-3.9,200.0,,"1:2,w/w",,conventional,,PEDOT:PSS,trichlorobenzene,
106381,10.1016/j.dyepig.2016.12.014,CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c(=O)c2cc(-c3cc4c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c5cc(-c6ccc(-c7cccs7)s6)sc5c4s3)sc2c2sccc21,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,3.73,-5.48,-2.76,-5.9,-3.9,,,,0%,inverted,ZnO,MoO3,chlorobenzene,
106382,10.1016/j.dyepig.2016.12.014,CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c(=O)c2cc(-c3cc4c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c5cc(-c6ccc(-c7cccs7)s6)sc5c4s3)sc2c2sccc21,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,5.84,-5.48,-2.76,-5.9,-3.9,,,,3%,inverted,ZnO,MoO3,chlorobenzene,
106383,10.1016/j.dyepig.2016.12.014,CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c(=O)c2cc(-c3cc4c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c5cc(-c6ccc(-c7cccs7)s6)sc5c4s3)sc2c2sccc21,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,5.19,-5.5,-2.82,-5.9,-3.9,,,,0%,inverted,ZnO,MoO3,chlorobenzene,
106384,10.1016/j.dyepig.2016.12.014,CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c(=O)c2cc(-c3cc4c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c5cc(-c6ccc(-c7cccs7)s6)sc5c4s3)sc2c2sccc21,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,6.86,-5.5,-2.82,-5.9,-3.9,,,,1%,inverted,ZnO,MoO3,chlorobenzene,
106385,10.1016/j.dyepig.2016.12.057,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,CCCCC(CC)CN1C(=O)c2ccc3c4ccc5c6c(cc(-c7ccc(-c8cc(-c9cc(-c%10ccc(-c%11cc%12c%13c(ccc%14c%15ccc%16c%17c(ccc(c%11c%13%14)c%17%15)C(=O)N(CC(CC)CCCC)C%16=O)C(=O)N(CC(CC)CCCC)C%12=O)s%10)c(-c%10ccc(-c%11cc%12c%13c(ccc%14c%15ccc%16c%17c(ccc(c%11c%13%14)c%17%15)C(=O)N(CC(CC)CCCC)C%16=O)C(=O)N(CC(CC)CCCC)C%12=O)s%10)s9)sc8-c8ccc(-c9cc%10c%11c(ccc%12c%13ccc%14c%15c(ccc(c9c%11%12)c%15%13)C(=O)N(CC(CC)CCCC)C%14=O)C(=O)N(CC(CC)CCCC)C%10=O)s8)s7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O,2.17,-5.29,-3.72,-5.73,-4.18,100.0,,"1:2,w/w",,inverted,,,,
106386,10.1016/j.dyepig.2016.12.057,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,CCCCC(CC)CN1C(=O)c2ccc3c4ccc5c6c(cc(-c7ccc(-c8cc(-c9cc(-c%10ccc(-c%11cc%12c%13c(ccc%14c%15ccc%16c%17c(ccc(c%11c%13%14)c%17%15)C(=O)N(CC(CC)CCCC)C%16=O)C(=O)N(CC(CC)CCCC)C%12=O)s%10)c(-c%10ccc(-c%11cc%12c%13c(ccc%14c%15ccc%16c%17c(ccc(c%11c%13%14)c%17%15)C(=O)N(CC(CC)CCCC)C%16=O)C(=O)N(CC(CC)CCCC)C%12=O)s%10)s9)sc8-c8ccc(-c9cc%10c%11c(ccc%12c%13ccc%14c%15c(ccc(c9c%11%12)c%15%13)C(=O)N(CC(CC)CCCC)C%14=O)C(=O)N(CC(CC)CCCC)C%10=O)s8)s7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O,4.12,-5.29,-3.72,-5.73,-4.18,100.0,,"1:2,w/w",,inverted,,,,
106387,10.1016/j.dyepig.2016.12.057,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,CCCCC(CC)CN1C(=O)c2ccc3c4ccc5c6c(cc(-c7ccc(-c8ccsc8-c8ccc(-c9cc%10c%11c(ccc%12c%13ccc%14c%15c(ccc(c9c%11%12)c%15%13)C(=O)N(CC(CC)CCCC)C%14=O)C(=O)N(CC(CC)CCCC)C%10=O)s8)s7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O,1.65,-5.29,-3.72,-5.97,-4.11,100.0,,"1:2,w/w",,inverted,,,,
106388,10.1016/j.dyepig.2016.12.057,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,CCCCC(CC)CN1C(=O)c2ccc3c4ccc5c6c(cc(-c7ccc(-c8ccsc8-c8ccc(-c9cc%10c%11c(ccc%12c%13ccc%14c%15c(ccc(c9c%11%12)c%15%13)C(=O)N(CC(CC)CCCC)C%14=O)C(=O)N(CC(CC)CCCC)C%10=O)s8)s7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O,3.41,-5.29,-3.72,-5.97,-4.11,100.0,,"1:2,w/w",,inverted,,,,
106389,10.1016/j.dyepig.2016.12.057,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,CCCCC(CC)CN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O,1.49,-5.29,-3.72,-6.2,-4.13,100.0,,"1:2,w/w",,inverted,,,,
106390,10.1016/j.dyepig.2016.12.057,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,CCCCC(CC)CN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O,2.18,-5.29,-3.72,-6.2,-4.13,100.0,,"1:2,w/w",,inverted,,,,
106392,10.1016/j.dyepig.2017.01.041,CCCCCCc1ccsc1,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2ccc3c4c(c(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,0.22,-5.01,-3.12,-5.72,-3.78,,,1:1,,inverted,ZnO,MoO3,chlorobenzene,
106393,10.1016/j.dyepig.2017.01.041,CCCCCCc1ccsc1,CCCCCCCCC(CCCCCC)CN1C(=O)c2ccc3c4c(c(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc(c24)C1=O)C(=O)N(CC(CCCCCC)CCCCCCCC)C3=O,0.48,-5.01,-3.12,-5.65,-3.81,,,1:1,,inverted,ZnO,MoO3,chlorobenzene,
106394,10.1016/j.dyepig.2017.01.041,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2ccc3c4c(c(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,1.49,-5.29,-3.72,-5.72,-3.78,,,1:1.2,,inverted,ZnO,MoO3,chlorobenzene,
106395,10.1016/j.dyepig.2017.01.041,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2ccc3c4c(c(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,1.65,-5.29,-3.72,-5.72,-3.78,,,1:1.2,0.75%,inverted,ZnO,MoO3,chlorobenzene,
106396,10.1016/j.dyepig.2017.01.041,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,CCCCCCCCC(CCCCCC)CN1C(=O)c2ccc3c4c(c(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc(c24)C1=O)C(=O)N(CC(CCCCCC)CCCCCCCC)C3=O,1.76,-5.29,-3.72,-5.65,-3.81,,,1:1.2,,inverted,ZnO,MoO3,chlorobenzene,
106397,10.1016/j.dyepig.2017.01.041,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,CCCCCCCCC(CCCCCC)CN1C(=O)c2ccc3c4c(c(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc(c24)C1=O)C(=O)N(CC(CCCCCC)CCCCCCCC)C3=O,2.17,-5.29,-3.72,-5.65,-3.81,,,1:1.2,0.75%,inverted,ZnO,MoO3,chlorobenzene,
106398,10.1016/j.dyepig.2017.01.049,CCCCCCCCCCCCc1cc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4sc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sccc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)c5c4C(=O)N(CCCCCCCCCCCC)C5=O)s3)s2)sc1-c1scc2c1C(=O)N(CCCCCCCCCCCC)C2=O,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,4.46,-5.25,-3.44,-5.9,-3.9,77.3,,1:2,,conventional,Ca,PEDOT:PSS,o-DCB,
106399,10.1016/j.dyepig.2017.01.049,CCCCCCCCCCCCc1cc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4sc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sccc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)c5c4C(=O)N(CCCCCCCCCCCC)C5=O)s3)s2)sc1-c1scc2c1C(=O)N(CCCCCCCCCCCC)C2=O,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,5.08,-5.25,-3.44,-5.9,-3.9,118.3,,1:2,3%,conventional,Ca,PEDOT:PSS,o-DCB,DIO
106400,10.1016/j.dyepig.2017.04.052,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(-c7cc(/C=C/c8sc(-c9c(F)c(F)c(-c%10cc(CCCCCC)cs%10)c%10nsnc9%10)cc8CCCCCC)cs7)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(-c2cc3c(-c4ccc(CC(CC)CCCC)s4)c4sccc4c(-c4ccc(CC(CC)CCCC)s4)c3s2)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,2.28,-5.37,-3.57,-5.9,-3.9,100.0,,1:2 w/w,,conventional,LiF,PEDOT:PSS,chlorobenzene,DIO
106401,10.1016/j.dyepig.2017.04.052,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(-c7cc(/C=C/c8sc(-c9c(F)c(F)c(-c%10cc(CCCCCC)cs%10)c%10nsnc9%10)cc8CCCCCC)cs7)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(-c2cc3c(-c4ccc(CC(CC)CCCC)s4)c4sccc4c(-c4ccc(CC(CC)CCCC)s4)c3s2)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,1.86,-5.37,-3.57,-5.9,-3.9,100.0,,1:2 w/w,,conventional,LiF,PEDOT:PSS,chlorobenzene,DIO
106402,10.1016/j.dyepig.2017.04.052,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(-c7cc(/C=C/c8sc(-c9c(F)c(F)c(-c%10cc(CCCCCC)cs%10)c%10nsnc9%10)cc8CCCCCC)cs7)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(-c2cc3c(-c4ccc(CC(CC)CCCC)s4)c4sccc4c(-c4ccc(CC(CC)CCCC)s4)c3s2)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,1.86,-5.37,-3.57,-5.9,-3.9,100.0,,1:2 w/w,,conventional,LiF,PEDOT:PSS,chlorobenzene,DIO
106403,10.1016/j.dyepig.2017.04.052,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(-c7ccc(C8=C9C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c%10ccc(-c%11cc(/C=C/c%12sc(-c%13c(F)c(F)c(-c%14cc(CCCCCC)cs%14)c%14nsnc%13%14)cc%12CCCCCC)cs%11)s%10)=C9C(=O)N8CC(CCCCCCCC)CCCCCCCCCC)s7)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,3.3,-5.31,-3.48,-5.9,-3.9,100.0,,1:2 w/w,,conventional,LiF,PEDOT:PSS,chlorobenzene,DIO
106404,10.1016/j.dyepig.2017.04.052,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(-c7ccc(C8=C9C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c%10ccc(-c%11cc(/C=C/c%12sc(-c%13c(F)c(F)c(-c%14cc(CCCCCC)cs%14)c%14nsnc%13%14)cc%12CCCCCC)cs%11)s%10)=C9C(=O)N8CC(CCCCCCCC)CCCCCCCCCC)s7)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,2.87,-5.31,-3.48,-5.9,-3.9,100.0,,1:2 w/w,,conventional,LiF,PEDOT:PSS,chlorobenzene,DIO
106405,10.1016/j.dyepig.2017.04.052,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(-c7ccc(C8=C9C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c%10ccc(-c%11cc(/C=C/c%12sc(-c%13c(F)c(F)c(-c%14cc(CCCCCC)cs%14)c%14nsnc%13%14)cc%12CCCCCC)cs%11)s%10)=C9C(=O)N8CC(CCCCCCCC)CCCCCCCCCC)s7)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,2.6,-5.31,-3.48,-5.9,-3.9,100.0,,1:2 w/w,,conventional,LiF,PEDOT:PSS,chlorobenzene,DIO
106406,10.1016/j.dyepig.2017.04.052,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc(/C=C/c5sc(-c6c(F)c(F)c(-c7cc(CCCCCC)c(-c8ccc(C)s8)s7)c7nsnc67)cc5CCCCCC)c(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(-c8sccc8/C=C/c8sc(-c9c(F)c(F)c(-c%10cc(CCCCCC)c(-c%11ccc(C)s%11)s%10)c%10nsnc9%10)cc8CCCCCC)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,3.04,-5.42,-3.58,-5.9,-3.9,100.0,,1:2 w/w,,conventional,LiF,PEDOT:PSS,chlorobenzene,DIO
106407,10.1016/j.dyepig.2017.04.052,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc(/C=C/c5sc(-c6c(F)c(F)c(-c7cc(CCCCCC)c(-c8ccc(C)s8)s7)c7nsnc67)cc5CCCCCC)c(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(-c8sccc8/C=C/c8sc(-c9c(F)c(F)c(-c%10cc(CCCCCC)c(-c%11ccc(C)s%11)s%10)c%10nsnc9%10)cc8CCCCCC)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,4.08,-5.42,-3.58,-5.9,-3.9,100.0,,1:2 w/w,,conventional,LiF,PEDOT:PSS,chlorobenzene,DIO
106408,10.1016/j.dyepig.2017.04.052,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc(/C=C/c5sc(-c6c(F)c(F)c(-c7cc(CCCCCC)c(-c8ccc(C)s8)s7)c7nsnc67)cc5CCCCCC)c(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(-c8sccc8/C=C/c8sc(-c9c(F)c(F)c(-c%10cc(CCCCCC)c(-c%11ccc(C)s%11)s%10)c%10nsnc9%10)cc8CCCCCC)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,3.29,-5.42,-3.58,-5.9,-3.9,100.0,,1:2 w/w,,conventional,LiF,PEDOT:PSS,chlorobenzene,DIO
106409,10.1016/j.dyepig.2017.05.011,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(/C=C2/C(=O)c5ccccc5C2=C(C#N)C#N)cc1C4(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,6.92,-5.29,-3.72,-5.4,-3.8,,,1:1.5,,conventional,,PEDOT:PSS,chlorobenzene,DIO
106410,10.1016/j.dyepig.2017.05.011,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,CCCCCCCCC(CCCCCCCC)n1c2cc3c(cc2c2cc4c(cc21)-c1sc(/C=C2/C(=O)c5ccccc5C2=C(C#N)C#N)cc1C4(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,7.02,-5.29,-3.72,-5.41,-3.81,,,1:1.5,,conventional,,PEDOT:PSS,chlorobenzene,DIO
106411,10.1016/j.dyepig.2017.06.049,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,C=Cc1cc2c3c(ccc4c5ccc6c7c(ccc(c1c34)c75)C(=O)N(C(CCCCCC)CCCCCC)C6=O)C(=O)N(C(CCCCCC)CCCCCC)C2=O,4.51,-5.29,-3.72,-5.77,-4.03,85.0,,1:3,,inverted,ZnO,MoO3,,
106412,10.1016/j.dyepig.2017.06.049,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,CCCCCCCCC(CCCCCC)CN1C(=O)c2ccc3c4ccc5c6c(cc(C#Cc7cc8c9c(ccc%10c%11ccc%12c%13c(ccc(c7c9%10)c%13%11)C(=O)N(CC(CCCCCC)CCCCCCCC)C%12=O)C(=O)N(CC(CCCCCC)CCCCCCCC)C8=O)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(CCCCCC)CCCCCCCC)C5=O,2.66,-5.29,-3.72,-5.9,-3.9,83.0,,1:3,,inverted,ZnO,MoO3,,
106413,10.1016/j.dyepig.2017.07.007,CCCCCCCCN1C(=O)c2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2C1=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2ccc3c4c(c(-c5cccs5)cc(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,1.8,-5.5,-3.48,-5.7,-3.86,,,,,conventional,Ca,PEDOT:PSS,chloroform,DIO
106414,10.1016/j.dyepig.2017.07.007,CCCCCCCCN1C(=O)c2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2C1=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2ccc3c4c(c(-c5ccc(-c6cc7c8c(c(-c9cccs9)cc9c8c6C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C9=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C7=O)[se]5)cc(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,4.6,-5.5,-3.48,-5.69,-3.82,,,,,conventional,Ca,PEDOT:PSS,chloroform,DIO
