record_id,doi,donor_smiles,acceptor_smiles,pce,homo_d,lumo_d,homo_a,lumo_a,active_layer_thickness,annealing_temp,d_a_ratio,additive_ratio,device_type,etl_canonical,htl_canonical,solvent_canonical,additive_canonical
106330,10.1016/j.dyepig.2015.08.017,CCCCCCC(CCCC)CSC(=O)c1sc2csc(-c3cc4c(OCC(CC)CCCC)c5sccc5c(OCC(CC)CCCC)c4s3)c2c1F,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,6.37,-5.16,-3.39,-5.9,-3.9,,,1:1.3,3 vol%,conventional,TiO2,PEDOT:PSS,chlorobenzene,DIO
106331,10.1016/j.dyepig.2015.08.017,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(OCC(CC)CCCC)c5sccc5c(OCC(CC)CCCC)c4s3)c2c1F,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,8.25,-5.15,-3.31,-5.9,-3.9,,,1:1.3,3 vol%,conventional,TiO2,PEDOT:PSS,chlorobenzene,DIO
106332,10.1016/j.dyepig.2015.08.017,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(OCC(CC)CCCC)c5sccc5c(OCC(CC)CCCC)c4s3)c2c1F,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,7.83,-5.15,-3.31,-5.9,-3.9,,,1:1.3,3 vol%,conventional,TiO2,PEDOT:PSS,chlorobenzene,DIO
106333,10.1016/j.dyepig.2015.08.017,CCCCCCCCC(=O)c1sc2csc(-c3cc4c(OCC(CC)CCCC)c5sccc5c(OCC(CC)CCCC)c4s3)c2c1F,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,7.66,-5.22,-3.45,-5.9,-3.9,,,1:1.5,3 vol%,conventional,TiO2,PEDOT:PSS,chlorobenzene,DIO
106334,10.1016/j.dyepig.2015.08.017,CCCCCCCCC(=O)c1sc2csc(-c3cc4c(OCC(CC)CCCC)c5sccc5c(OCC(CC)CCCC)c4s3)c2c1F,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,7.24,-5.22,-3.45,-5.9,-3.9,,,1:1.5,3 vol%,conventional,TiO2,PEDOT:PSS,chlorobenzene,DIO
106335,10.1016/j.dyepig.2016.01.034,CCCCCCc1ccsc1,CCCCC(CC)CN1C(=O)c2cccc3c(-c4ccc5c6c(cccc46)C(=O)N(CC(CC)CCCC)C5=O)ccc(c23)C1=O,0.03,-5.01,-3.12,-6.18,-3.59,100.0,,1.5:1,,conventional,Ca,PEDOT:PSS,o-DCB,
106336,10.1016/j.dyepig.2016.01.034,CCCCCCc1ccsc1,CCCCC(CC)CN1C(=O)c2cccc3c(-c4ccc5c6c(cccc46)C(=O)N(CC(CC)CCCC)C5=O)ccc(c23)C1=O,0.02,-5.01,-3.12,-6.18,-3.59,100.0,,1:1,,conventional,Ca,PEDOT:PSS,o-DCB,
106337,10.1016/j.dyepig.2016.01.034,CCCCCCc1ccsc1,CCCCC(CC)CN1C(=O)c2cccc3c(-c4ccc5c6c(cccc46)C(=O)N(CC(CC)CCCC)C5=O)ccc(c23)C1=O,0.06,-5.01,-3.12,-6.18,-3.59,100.0,,1:1.5,,conventional,Ca,PEDOT:PSS,o-DCB,
106338,10.1016/j.dyepig.2016.01.034,CCCCCCc1ccsc1,CCCCC(CC)CN1C(=O)c2cccc3c(-c4ccc5c6c(cccc46)C(=O)N(CC(CC)CCCC)C5=O)ccc(c23)C1=O,0.16,-5.01,-3.12,-6.18,-3.59,100.0,,1:1.5,,conventional,Ca,PEDOT:PSS,o-DCB,
106339,10.1016/j.dyepig.2016.01.034,CCCCCCc1ccsc1,CCCCC(CC)CN1C(=O)c2cccc3c(-c4ccc5c6c(cccc46)C(=O)N(CC(CC)CCCC)C5=O)ccc(c23)C1=O,0.28,-5.01,-3.12,-6.18,-3.59,100.0,,1:1.5,,conventional,Ca,PEDOT:PSS,o-DCB,
106340,10.1016/j.dyepig.2016.01.034,CCCCCCc1ccsc1,CCCCC(CC)CN1C(=O)c2cccc3c(-c4ccc(-c5ccc6c7c(cccc57)C(=O)N(CC(CC)CCCC)C6=O)s4)ccc(c23)C1=O,0.11,-5.01,-3.12,-5.95,-3.62,100.0,,1.5:1,,conventional,Ca,PEDOT:PSS,o-DCB,
106341,10.1016/j.dyepig.2016.01.034,CCCCCCc1ccsc1,CCCCC(CC)CN1C(=O)c2cccc3c(-c4ccc(-c5ccc6c7c(cccc57)C(=O)N(CC(CC)CCCC)C6=O)s4)ccc(c23)C1=O,0.19,-5.01,-3.12,-5.95,-3.62,100.0,,1:1,,conventional,Ca,PEDOT:PSS,o-DCB,
106342,10.1016/j.dyepig.2016.01.034,CCCCCCc1ccsc1,CCCCC(CC)CN1C(=O)c2cccc3c(-c4ccc(-c5ccc6c7c(cccc57)C(=O)N(CC(CC)CCCC)C6=O)s4)ccc(c23)C1=O,0.16,-5.01,-3.12,-5.95,-3.62,100.0,,1:1.5,,conventional,Ca,PEDOT:PSS,o-DCB,
106343,10.1016/j.dyepig.2016.01.034,CCCCCCc1ccsc1,CCCCC(CC)CN1C(=O)c2cccc3c(-c4ccc(-c5ccc6c7c(cccc57)C(=O)N(CC(CC)CCCC)C6=O)s4)ccc(c23)C1=O,0.21,-5.01,-3.12,-5.95,-3.62,100.0,,1:1,,conventional,Ca,PEDOT:PSS,o-DCB,
106344,10.1016/j.dyepig.2016.01.034,CCCCCCc1ccsc1,CCCCC(CC)CN1C(=O)c2cccc3c(-c4ccc(-c5ccc6c7c(cccc57)C(=O)N(CC(CC)CCCC)C6=O)s4)ccc(c23)C1=O,0.58,-5.01,-3.12,-5.95,-3.62,100.0,,1:1,,conventional,Ca,PEDOT:PSS,o-DCB,
106345,10.1016/j.dyepig.2016.01.034,CCCCCCc1ccsc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc6c7c(cccc57)C(=O)N(CC(CC)CCCC)C6=O)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc5c6c(cccc36)C(=O)N(CC(CC)CCCC)C5=O)sc2-4)cc1,0.99,-5.01,-3.12,-5.67,-3.68,100.0,,1.3:1,,conventional,Ca,PEDOT:PSS,o-DCB,
106346,10.1016/j.dyepig.2016.01.034,CCCCCCc1ccsc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc6c7c(cccc57)C(=O)N(CC(CC)CCCC)C6=O)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc5c6c(cccc36)C(=O)N(CC(CC)CCCC)C5=O)sc2-4)cc1,1.1,-5.01,-3.12,-5.67,-3.68,100.0,,1:1,,conventional,Ca,PEDOT:PSS,o-DCB,
106347,10.1016/j.dyepig.2016.01.034,CCCCCCc1ccsc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc6c7c(cccc57)C(=O)N(CC(CC)CCCC)C6=O)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc5c6c(cccc36)C(=O)N(CC(CC)CCCC)C5=O)sc2-4)cc1,1.05,-5.01,-3.12,-5.67,-3.68,100.0,,1:1.2,,conventional,Ca,PEDOT:PSS,o-DCB,
106348,10.1016/j.dyepig.2016.01.034,CCCCCCc1ccsc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc6c7c(cccc57)C(=O)N(CC(CC)CCCC)C6=O)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc5c6c(cccc36)C(=O)N(CC(CC)CCCC)C5=O)sc2-4)cc1,2.36,-5.01,-3.12,-5.67,-3.68,100.0,120.0,1:1,,conventional,Ca,PEDOT:PSS,o-DCB,
106349,10.1016/j.dyepig.2016.01.034,CCCCCCc1ccsc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc6c7c(cccc57)C(=O)N(CC(CC)CCCC)C6=O)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc5c6c(cccc36)C(=O)N(CC(CC)CCCC)C5=O)sc2-4)cc1,1.25,-5.01,-3.12,-5.67,-3.68,100.0,,1:1,,conventional,Ca,PEDOT:PSS,o-DCB,
106350,10.1016/j.dyepig.2016.03.026,CCCCCCCCc1ccc(-c2c3cc(-c4scc5c4[Si](C)(C)c4sc(C=C(C#N)C#N)cc4-5)sc3c(-c3ccc(CCCCCCCC)s3)c3ccsc23)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,1.16,-5.43,-3.4,-5.9,-3.9,70.0,80.0,1:4,2 vol%,conventional,TiOx,PEDOT:PSS,o-DCB,DIO
106351,10.1016/j.dyepig.2016.03.026,CCCCCCCCC(=O)c1cc2c(s1)[Si](C)(C)c1c(-c3cc4c(-c5ccc(CCCCCCCC)s5)c5sccc5c(-c5ccc(CCCCCCCC)s5)c4s3)sc(-c3cc4c(-c5ccc(CCCCCCCC)s5)c5sc(-c6scc7c6[Si](C)(C)c6sc(C=C(C#N)C#N)cc6-7)cc5c(-c5ccc(CCCCCCCC)s5)c4s3)c1-2,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,1.4,-5.47,-3.42,-5.9,-3.9,58.0,80.0,1:4,2 vol%,conventional,TiOx,PEDOT:PSS,o-DCB,DIO
106352,10.1016/j.dyepig.2016.03.026,CCCCCCCCC(=O)c1cc2c(s1)[Si](C)(C)c1c(-c3cc4c(-c5ccc(CCCCCCCC)s5)c5sccc5c(-c5ccc(CCCCCCCC)s5)c4s3)sc(-c3cc4c(-c5ccc(CCCCCCCC)s5)c5sc(-c6scc7c6[Si](C)(C)c6sc(C=C(C#N)C#N)cc6-7)cc5c(-c5ccc(CCCCCCCC)s5)c4s3)c1-2,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,1.85,-5.5,-3.44,-5.9,-3.9,58.0,80.0,1:4,2 vol%,conventional,TiOx,PEDOT:PSS,o-DCB,DIO
106353,10.1016/j.dyepig.2016.03.026,CCCCCCCCC(=O)c1cc2c(s1)[Si](C)(C)c1c(-c3cc4c(-c5ccc(CCCCCCCC)s5)c5sccc5c(-c5ccc(CCCCCCCC)s5)c4s3)sc(-c3cc4c(-c5ccc(CCCCCCCC)s5)c5sc(-c6scc7c6[Si](C)(C)c6sc(C=C(C#N)C#N)cc6-7)cc5c(-c5ccc(CCCCCCCC)s5)c4s3)c1-2,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,1.94,-5.52,-3.44,-5.9,-3.9,60.0,80.0,1:4,2 vol%,conventional,TiOx,PEDOT:PSS,o-DCB,DIO
106354,10.1016/j.dyepig.2016.03.026,CCCCCCCCC(=O)c1cc2c(s1)[Si](C)(C)c1c-2csc1-c1cc2c(-c3ccc(CCCCCCCC)s3)c3sccc3c(-c3ccc(CCCCCCCC)s3)c2s1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,2.32,-5.54,-3.41,-5.9,-3.9,42.0,80.0,1:4,2 vol%,conventional,TiOx,PEDOT:PSS,o-DCB,DIO
106355,10.1016/j.dyepig.2016.03.026,CCCCCCCCC(=O)c1cc2c(s1)[Si](C)(C)c1c-2csc1-c1cc2c(-c3ccc(CCCCCCCC)s3)c3sccc3c(-c3ccc(CCCCCCCC)s3)c2s1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,3.29,-5.54,-3.41,-5.9,-3.9,63.0,80.0,1:4,,conventional,TiOx,PEDOT:PSS,o-DCB,DIO
106356,10.1016/j.dyepig.2016.05.045,CCCCCCC(CCCC)CN1C(=O)C2=C(c3cccs3)N(C(CCCC)CCCCCC)C(=O)C2=C1c1ccc(-c2cc3c(-c4ccc(CC(CC)CCCC)s4)c4sccc4c(-c4ccc(CC(CC)CCCC)s4)c3s2)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,2.16,-5.25,-3.63,-6.1,-3.7,100.0,,1:3,,conventional,LiF,PEDOT:PSS,chlorobenzene,
106357,10.1016/j.dyepig.2016.05.045,CCCCC(CC)Cc1ccc(-c2c3cc(-c4cc(/C=C/c5ccc(-c6ccc(C7=C8C(=O)N(CC(CC)CCCC)C(c9cccs9)=C8C(=O)N7CC(CC)CCCC)s6)s5)cs4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,3.94,-5.34,-3.38,-6.1,-3.7,100.0,,1:1.3,,conventional,LiF,PEDOT:PSS,chlorobenzene,
106358,10.1016/j.dyepig.2016.05.045,CCCCC(CC)Cc1ccc(-c2c3cc(-c4cc(/C=C/c5ccc(-c6ccc(C7=C8C(=O)N(CC(CC)CCCC)C(c9cccs9)=C8C(=O)N7CC(CC)CCCC)s6)s5)cs4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,4.74,-5.34,-3.38,-6.1,-3.7,100.0,,1:1.3,,conventional,LiF,PEDOT:PSS,chlorobenzene,
106359,10.1016/j.dyepig.2016.05.045,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(-c8cc9c(-c%10ccc(CC(CC)CCCC)s%10)c%10sc(-c%11cc(/C=C/c%12ccc(-c%13ccc(C%14=C%15C(=O)N(CC(CC)CCCC)C(c%16cccs%16)=C%15C(=O)N%14CC(CC)CCCC)s%13)s%12)cs%11)cc%10c(-c%10ccc(CC(CC)CCCC)s%10)c9s8)s7)=C6C(=O)N5CC(CC)CCCC)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,2.94,-5.25,-3.62,-6.1,-3.7,100.0,,1:2,,conventional,LiF,PEDOT:PSS,chlorobenzene,
106360,10.1016/j.dyepig.2016.05.045,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(-c8cc9c(-c%10ccc(CC(CC)CCCC)s%10)c%10sc(-c%11cc(/C=C/c%12ccc(-c%13ccc(C%14=C%15C(=O)N(CC(CC)CCCC)C(c%16cccs%16)=C%15C(=O)N%14CC(CC)CCCC)s%13)s%12)cs%11)cc%10c(-c%10ccc(CC(CC)CCCC)s%10)c9s8)s7)=C6C(=O)N5CC(CC)CCCC)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,4.46,-5.31,-3.61,-6.1,-3.7,100.0,,1:2,,conventional,LiF,PEDOT:PSS,chlorobenzene,
106361,10.1016/j.dyepig.2016.05.045,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(-c8cc9c(-c%10ccc(CC(CC)CCCC)s%10)c%10sc(-c%11cc(/C=C/c%12ccc(-c%13ccc(C%14=C%15C(=O)N(CC(CC)CCCC)C(c%16cccs%16)=C%15C(=O)N%14CC(CC)CCCC)s%13)s%12)cs%11)cc%10c(-c%10ccc(CC(CC)CCCC)s%10)c9s8)s7)=C6C(=O)N5CC(CC)CCCC)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,4.19,-5.31,-3.61,-6.1,-3.7,100.0,,1:2,,conventional,LiF,PEDOT:PSS,chlorobenzene,
106362,10.1016/j.dyepig.2016.05.045,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(-c8cc9c(-c%10ccc(CC(CC)CCCC)s%10)c%10sc(-c%11cc(/C=C/c%12ccc(-c%13ccc(C%14=C%15C(=O)N(CC(CC)CCCC)C(c%16cccs%16)=C%15C(=O)N%14CC(CC)CCCC)s%13)s%12)cs%11)cc%10c(-c%10ccc(CC(CC)CCCC)s%10)c9s8)s7)=C6C(=O)N5CC(CC)CCCC)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,3.39,-5.36,-3.53,-6.1,-3.7,100.0,,1:2,,conventional,LiF,PEDOT:PSS,chlorobenzene,
106363,10.1016/j.dyepig.2016.08.011,CCCCCCCCC(=O)c1cc2c(s1)[Si](C)(C)c1c-2csc1-c1cc2c(-c3ccc(CCCCCCCC)s3)c3sccc3c(-c3ccc(CCCCCCCC)s3)c2s1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,2.32,-5.54,-3.41,-5.9,-3.9,57.0,80.0,1:4 w/w,2 vol%,conventional,TiOx,PEDOT:PSS,o-DCB,
106364,10.1016/j.dyepig.2016.08.011,CCCCCCCCc1ccc(-c2c3cc(-c4scc5c4[Si](C)(C)c4sc(C(=O)CC(CC)CCCC)cc4-5)sc3c(-c3ccc(CCCCCCCC)s3)c3ccsc23)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,1.7,-5.51,-3.36,-5.9,-3.9,50.0,80.0,1:4 w/w,2 vol%,conventional,TiOx,PEDOT:PSS,o-DCB,
106365,10.1016/j.dyepig.2016.08.011,CCCCCCCCc1ccc(-c2c3cc(-c4scc5c4[Si](C)(C)c4sc(C(=O)CCC(C)CCCC(C)C)cc4-5)sc3c(-c3ccc(CCCCCCCC)s3)c3ccsc23)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,2.66,-5.57,-3.48,-5.9,-3.9,51.0,80.0,1:4 w/w,2 vol%,conventional,TiOx,PEDOT:PSS,o-DCB,
106366,10.1016/j.dyepig.2016.08.011,CCCCCCCCCCCCC(=O)c1cc2c(s1)[Si](C)(C)c1c-2csc1-c1cc2c(-c3ccc(CCCCCCCC)s3)c3sccc3c(-c3ccc(CCCCCCCC)s3)c2s1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,2.55,-5.57,-3.48,-5.9,-3.9,59.0,80.0,1:4 w/w,2 vol%,conventional,TiOx,PEDOT:PSS,o-DCB,
106367,10.1016/j.dyepig.2016.08.011,CCCCCCCCc1ccc(-c2c3cc(-c4scc5c4[Si](C)(C)c4sc(C(=O)CC(CCCCCC)CCCCCCCC)cc4-5)sc3c(-c3ccc(CCCCCCCC)s3)c3ccsc23)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,2.22,-5.58,-3.45,-5.9,-3.9,57.0,80.0,1:4 w/w,2 vol%,conventional,TiOx,PEDOT:PSS,o-DCB,
106368,10.1016/j.dyepig.2016.08.065,CCCCCCc1ccsc1,CCCCC(CC)CN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O,0.092,-5.01,-3.12,-6.2,-4.13,100.0,,1:1,2 vol%,inverted,ZnO,MoO3,,DIO
106370,10.1016/j.dyepig.2016.08.065,CCCCCCc1ccsc1,CCCCC(CC)CN1C(=O)c2ccc3c4ccc5c6c(cc(-c7ccc(C(C)C)cc7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O,0.82,-5.01,-3.12,-6.09,-4.09,100.0,,1:1,2 vol%,inverted,ZnO,MoO3,,DIO
106371,10.1016/j.dyepig.2016.08.065,CCCCCCc1ccsc1,CCCCC(CC)CN1C(=O)c2ccc3c4ccc5c6c(cc(-c7cccc(C(C)C)c7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O,1.12,-5.01,-3.12,-6.14,-4.08,100.0,,1:1,2 vol%,inverted,ZnO,MoO3,,DIO
106372,10.1016/j.dyepig.2016.08.065,CCCCCCc1ccsc1,CCCCC(CC)CN1C(=O)c2ccc3c4ccc5c6c(cc(-c7ccccc7C(C)C)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O,0.72,-5.01,-3.12,-6.19,-4.08,100.0,,1:1,2 vol%,inverted,ZnO,MoO3,,DIO
106373,10.1016/j.dyepig.2016.08.065,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(OCC(CC)CCCC)c5sccc5c(OCC(CC)CCCC)c4s3)scc2c1F,CCCCC(CC)CN1C(=O)c2ccc3c4ccc5c6c(cc(-c7ccc(C(C)C)cc7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O,0.55,-5.19,-3.43,-6.09,-4.09,,,,1 vol%,inverted,ZnO,MoO3,,DIO
106374,10.1016/j.dyepig.2016.08.065,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(OCC(CC)CCCC)c5sccc5c(OCC(CC)CCCC)c4s3)scc2c1F,CCCCC(CC)CN1C(=O)c2ccc3c4ccc5c6c(cc(-c7cccc(C(C)C)c7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O,1.73,-5.19,-3.43,-6.14,-4.08,,,1:2 w/w,3 vol%,inverted,ZnO,MoO3,,DIO
106375,10.1016/j.dyepig.2016.08.065,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(OCC(CC)CCCC)c5sccc5c(OCC(CC)CCCC)c4s3)scc2c1F,CCCCC(CC)CN1C(=O)c2ccc3c4ccc5c6c(cc(-c7ccccc7C(C)C)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O,0.75,-5.19,-3.43,-6.19,-4.08,,,,2 vol%,inverted,ZnO,MoO3,,DIO
106376,10.1016/j.dyepig.2016.09.064,CCCCCCCCc1cc(-c2c(-c3cccs3)sc3c(-c4cc(CCCCCCCC)c(CCCCCCCC)s4)c(-c4ccc(-c5cccc6nsnc56)s4)sc23)sc1CCCCCCCC,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,1.92,-5.34,-3.53,-5.9,-3.9,100.0,,1:3,,conventional,Ca,PEDOT:PSS,o-DCB,
